Time,PACU_VAV_BOT:DesPer 1:Des Heat Mass Flow [kg/s],PACU_VAV_BOT:DesPer 1:Des Heat Cap [W],PACU_VAV_BOT:DesPer 1:Des Cool Mass Flow [kg/s],PACU_VAV_BOT:DesPer 1:Des Sens Cool Cap [W],PACU_VAV_BOT:DesPer 1:Des Tot Cool Cap [W],PACU_VAV_BOT:DesPer 2:Des Heat Mass Flow [kg/s],PACU_VAV_BOT:DesPer 2:Des Heat Cap [W],PACU_VAV_BOT:DesPer 2:Des Cool Mass Flow [kg/s],PACU_VAV_BOT:DesPer 2:Des Sens Cool Cap [W],PACU_VAV_BOT:DesPer 2:Des Tot Cool Cap [W],PACU_VAV_MID:DesPer 1:Des Heat Mass Flow [kg/s],PACU_VAV_MID:DesPer 1:Des Heat Cap [W],PACU_VAV_MID:DesPer 1:Des Cool Mass Flow [kg/s],PACU_VAV_MID:DesPer 1:Des Sens Cool Cap [W],PACU_VAV_MID:DesPer 1:Des Tot Cool Cap [W],PACU_VAV_MID:DesPer 2:Des Heat Mass Flow [kg/s],PACU_VAV_MID:DesPer 2:Des Heat Cap [W],PACU_VAV_MID:DesPer 2:Des Cool Mass Flow [kg/s],PACU_VAV_MID:DesPer 2:Des Sens Cool Cap [W],PACU_VAV_MID:DesPer 2:Des Tot Cool Cap [W],PACU_VAV_TOP:DesPer 1:Des Heat Mass Flow [kg/s],PACU_VAV_TOP:DesPer 1:Des Heat Cap [W],PACU_VAV_TOP:DesPer 1:Des Cool Mass Flow [kg/s],PACU_VAV_TOP:DesPer 1:Des Sens Cool Cap [W],PACU_VAV_TOP:DesPer 1:Des Tot Cool Cap [W],PACU_VAV_TOP:DesPer 2:Des Heat Mass Flow [kg/s],PACU_VAV_TOP:DesPer 2:Des Heat Cap [W],PACU_VAV_TOP:DesPer 2:Des Cool Mass Flow [kg/s],PACU_VAV_TOP:DesPer 2:Des Sens Cool Cap [W],PACU_VAV_TOP:DesPer 2:Des Tot Cool Cap [W]
05:15:00,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.108771E+00,2.074868E+04,4.364714E+03,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,9.657846E-01,6.185820E+03,0.000000E+00,1.094058E+00,3.375077E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,8.636930E-01,5.531927E+03,0.000000E+00
05:30:00,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.116152E+00,2.093738E+04,4.548858E+03,8.842052E-01,2.727699E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,9.713713E-01,6.293834E+03,0.000000E+00,1.163457E+00,3.545398E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,8.670217E-01,5.617718E+03,0.000000E+00
05:45:00,8.665905E-01,2.673359E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.123658E+00,2.112782E+04,4.739588E+03,9.600906E-01,2.961799E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,9.771334E-01,6.403827E+03,0.000000E+00,1.259547E+00,3.501373E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,8.707313E-01,5.706501E+03,0.000000E+00
06:00:00,9.189217E-01,2.834796E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.131387E+00,2.132139E+04,4.939779E+03,1.026041E+00,3.165250E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,1.004056E+00,6.654932E+03,0.000000E+00,1.343889E+00,3.464145E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,8.781295E-01,5.820284E+03,0.000000E+00
06:15:00,1.110307E+00,3.425204E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.180880E+00,2.231231E+04,5.923803E+03,1.215452E+00,3.514878E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,1.076326E+00,7.414063E+03,0.000000E+00,1.562883E+00,3.367870E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,9.443072E-01,6.504677E+03,0.000000E+00
06:30:00,1.235915E+00,3.500616E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.587698E+00,2.829430E+04,1.239975E+04,1.334471E+00,3.444699E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,1.576141E+00,1.416533E+04,0.000000E+00,1.754957E+00,3.262485E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,1.361497E+00,1.116715E+04,0.000000E+00
06:45:00,1.266042E+00,3.479473E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.950164E+00,3.325052E+04,1.827135E+04,1.362826E+00,3.421736E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,1.920297E+00,1.909031E+04,3.295115E+03,1.839377E+00,3.178886E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,1.691379E+00,1.594635E+04,0.000000E+00
07:00:00,1.372050E+00,3.411538E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,3.417330E+00,3.934528E+04,2.541779E+04,1.455739E+00,3.361487E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.362071E+00,2.511864E+04,1.023975E+04,2.044480E+00,3.035215E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.125955E+00,2.194090E+04,6.644274E+03
07:15:00,1.556944E+00,3.291180E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,4.189794E+00,4.961232E+04,3.683443E+04,1.630765E+00,3.247209E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,3.095526E+00,3.516100E+04,2.160520E+04,2.449101E+00,2.757635E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.852508E+00,3.195835E+04,1.794195E+04
07:30:00,1.697079E+00,3.182432E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,4.856608E+00,5.759327E+04,4.531962E+04,1.757328E+00,3.145196E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,3.680608E+00,4.253069E+04,2.966062E+04,2.721177E+00,2.506900E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,3.433776E+00,3.937904E+04,2.615121E+04
07:45:00,1.731952E+00,3.130810E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,5.528335E+00,6.494899E+04,5.299531E+04,1.774378E+00,3.100498E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,4.257242E+00,4.922116E+04,3.680125E+04,2.723545E+00,2.416337E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,4.012050E+00,4.619791E+04,3.352410E+04
08:00:00,1.820239E+00,3.049280E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,5.759771E+00,6.645022E+04,5.444574E+04,1.917029E+00,2.976752E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,4.385973E+00,5.007289E+04,3.755966E+04,2.879700E+00,2.255706E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,4.165085E+00,4.744751E+04,3.475410E+04
08:15:00,1.872289E+00,2.993158E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,6.123916E+00,7.046898E+04,5.870221E+04,2.003442E+00,2.891714E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,4.687437E+00,5.369473E+04,4.141951E+04,2.951375E+00,2.159096E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,4.491644E+00,5.141179E+04,3.899334E+04
