day,hour,minute,time_str,outdoor_temp,avg_indoor_temp,electric_power_kw,cumulative_kwh,avg_pmv,comfort_violated,total_occupancy,cooling_setpoint,heating_setpoint,run_mode
7,0,15,Day 07 00:15,21.1,22.8,12.5,3.12,-0.04,False,0.0,23.0,20.0,Baseline
7,0,30,Day 07 00:30,21.1,22.8,12.5,6.25,-0.04,False,0.0,23.0,20.0,Baseline
7,0,45,Day 07 00:45,21.1,22.8,12.5,9.38,-0.04,False,0.0,23.0,20.0,Baseline
7,0,60,Day 07 00:60,21.1,22.8,12.5,12.5,-0.04,False,0.0,23.0,20.0,Baseline
7,1,15,Day 07 01:15,20.98,22.8,12.5,15.62,-0.04,False,0.0,23.0,20.0,Baseline
7,1,30,Day 07 01:30,20.85,22.8,12.5,18.75,-0.04,False,0.0,23.0,20.0,Baseline
7,1,45,Day 07 01:45,20.73,22.8,12.5,21.88,-0.04,False,0.0,23.0,20.0,Baseline
7,1,60,Day 07 01:60,20.6,22.8,12.5,25.0,-0.04,False,0.0,23.0,20.0,Baseline
7,2,15,Day 07 02:15,20.73,22.8,12.5,28.12,-0.04,False,0.0,23.0,20.0,Baseline
7,2,30,Day 07 02:30,20.85,22.8,12.5,31.25,-0.04,False,0.0,23.0,20.0,Baseline
7,2,45,Day 07 02:45,20.98,22.8,12.5,34.38,-0.04,False,0.0,23.0,20.0,Baseline
7,2,60,Day 07 02:60,21.1,22.8,12.5,37.5,-0.04,False,0.0,23.0,20.0,Baseline
7,3,15,Day 07 03:15,21.1,22.8,12.5,40.62,-0.04,False,0.0,23.0,20.0,Baseline
7,3,30,Day 07 03:30,21.1,22.8,12.5,43.75,-0.04,False,0.0,23.0,20.0,Baseline
7,3,45,Day 07 03:45,21.1,22.8,12.5,46.88,-0.04,False,0.0,23.0,20.0,Baseline
7,3,60,Day 07 03:60,21.1,22.8,12.5,50.0,-0.04,False,0.0,23.0,20.0,Baseline
7,4,15,Day 07 04:15,20.98,22.8,12.5,53.12,-0.04,False,0.0,23.0,20.0,Baseline
7,4,30,Day 07 04:30,20.85,22.8,12.5,56.25,-0.04,False,0.0,23.0,20.0,Baseline
7,4,45,Day 07 04:45,20.73,22.8,12.5,59.38,-0.04,False,0.0,23.0,20.0,Baseline
7,4,60,Day 07 04:60,20.6,22.8,12.5,62.5,-0.04,False,0.0,23.0,20.0,Baseline
7,5,15,Day 07 05:15,20.6,22.8,12.5,65.62,-0.04,False,0.0,23.0,20.0,Baseline
7,5,30,Day 07 05:30,20.6,22.8,12.5,68.75,-0.04,False,0.0,23.0,20.0,Baseline
7,5,45,Day 07 05:45,20.6,22.8,12.5,71.88,-0.04,False,0.0,23.0,20.0,Baseline
7,5,60,Day 07 05:60,20.6,22.8,12.5,75.0,-0.04,False,0.0,23.0,20.0,Baseline
7,6,15,Day 07 06:15,20.73,22.8,12.5,78.12,-0.04,False,0.0,23.0,20.0,Baseline
7,6,35,Day 07 06:35,20.85,22.8,12.5,81.25,-0.04,False,0.0,23.0,20.0,Baseline
7,6,53,Day 07 06:53,20.98,22.8,12.5,84.38,-0.04,False,0.0,23.0,20.0,Baseline
7,6,60,Day 07 06:60,21.1,22.8,12.5,87.5,-0.04,False,0.0,23.0,20.0,Baseline
7,7,15,Day 07 07:15,21.25,22.8,14.3,91.08,-0.04,False,15.0,23.0,20.0,Baseline
7,7,30,Day 07 07:30,21.4,22.8,14.3,94.65,-0.04,False,15.0,23.0,20.0,Baseline
7,7,45,Day 07 07:45,21.55,22.8,14.3,98.23,-0.04,False,15.0,23.0,20.0,Baseline
7,7,60,Day 07 07:60,21.7,22.8,14.3,101.8,-0.04,False,15.0,23.0,20.0,Baseline
7,8,23,Day 07 08:23,22.1,22.81,17.9,106.28,-0.04,False,45.0,23.0,20.0,Baseline
7,8,34,Day 07 08:34,22.5,22.87,17.9,110.75,-0.03,False,45.0,23.0,20.0,Baseline
7,8,49,Day 07 08:49,22.9,22.93,17.9,115.22,-0.02,False,45.0,23.0,20.0,Baseline
7,8,68,Day 07 08:68,23.3,22.98,19.19,120.02,-0.0,False,45.0,23.0,20.0,Baseline
7,9,15,Day 07 09:15,23.3,22.98,19.19,124.82,-0.0,False,45.0,23.0,20.0,Baseline
7,9,38,Day 07 09:38,23.3,22.98,19.19,129.62,-0.0,False,45.0,23.0,20.0,Baseline
7,9,45,Day 07 09:45,23.3,22.98,19.19,134.42,-0.0,False,45.0,23.0,20.0,Baseline
7,9,60,Day 07 09:60,23.3,22.98,19.19,139.21,-0.0,False,45.0,23.0,20.0,Baseline
7,10,15,Day 07 10:15,24.28,23.12,23.38,145.06,0.03,False,45.0,23.0,20.0,Baseline
7,10,30,Day 07 10:30,25.25,23.26,27.57,151.95,0.06,False,45.0,23.0,20.0,Baseline
7,10,45,Day 07 10:45,26.22,23.39,31.77,159.89,0.09,False,45.0,23.0,20.0,Baseline
7,10,60,Day 07 10:60,27.2,23.53,35.96,168.88,0.12,False,45.0,23.0,20.0,Baseline
7,11,15,Day 07 11:15,27.62,23.59,37.79,178.33,0.13,False,45.0,23.0,20.0,Baseline
7,11,30,Day 07 11:30,28.05,23.65,39.61,188.23,0.14,False,45.0,23.0,20.0,Baseline
7,11,45,Day 07 11:45,28.47,23.71,41.44,198.6,0.16,False,45.0,23.0,20.0,Baseline
7,11,60,Day 07 11:60,28.9,23.77,43.27,209.41,0.17,False,45.0,23.0,20.0,Baseline
7,12,15,Day 07 12:15,28.47,23.71,41.44,219.77,0.16,False,45.0,23.0,20.0,Baseline
7,12,30,Day 07 12:30,28.05,23.65,39.61,229.68,0.14,False,45.0,23.0,20.0,Baseline
7,12,45,Day 07 12:45,27.62,23.59,37.79,239.12,0.13,False,45.0,23.0,20.0,Baseline
7,12,60,Day 07 12:60,27.2,23.53,35.96,248.11,0.12,False,45.0,23.0,20.0,Baseline
7,13,15,Day 07 13:15,27.07,23.51,35.42,256.97,0.11,False,45.0,23.0,20.0,Baseline
7,13,30,Day 07 13:30,26.95,23.49,34.88,265.69,0.11,False,45.0,23.0,20.0,Baseline
7,13,45,Day 07 13:45,26.82,23.48,34.35,274.28,0.1,False,45.0,23.0,20.0,Baseline
7,13,60,Day 07 13:60,26.7,23.46,33.81,282.73,0.1,False,45.0,23.0,20.0,Baseline
7,14,15,Day 07 14:15,26.7,23.46,33.81,291.18,0.1,False,45.0,23.0,20.0,Baseline
7,14,30,Day 07 14:30,26.7,23.46,33.81,299.64,0.1,False,45.0,23.0,20.0,Baseline
7,14,45,Day 07 14:45,26.7,23.46,33.81,308.09,0.1,False,45.0,23.0,20.0,Baseline
7,14,60,Day 07 14:60,26.7,23.46,33.81,316.54,0.1,False,45.0,23.0,20.0,Baseline
7,15,15,Day 07 15:15,26.42,23.42,32.63,324.7,0.09,False,45.0,23.0,20.0,Baseline
7,15,30,Day 07 15:30,26.15,23.38,31.44,332.56,0.08,False,45.0,23.0,20.0,Baseline
7,15,45,Day 07 15:45,25.88,23.34,30.26,340.12,0.08,False,45.0,23.0,20.0,Baseline
7,15,60,Day 07 15:60,25.6,23.3,29.08,347.39,0.07,False,45.0,23.0,20.0,Baseline
7,16,15,Day 07 16:15,25.18,23.24,27.25,354.21,0.05,False,45.0,23.0,20.0,Baseline
7,16,30,Day 07 16:30,24.75,23.19,25.42,360.56,0.04,False,45.0,23.0,20.0,Baseline
7,16,45,Day 07 16:45,24.32,23.13,23.6,366.46,0.03,False,45.0,23.0,20.0,Baseline
7,16,60,Day 07 16:60,23.9,23.07,21.77,371.91,0.01,False,45.0,23.0,20.0,Baseline
7,17,15,Day 07 17:15,23.75,23.05,21.12,377.19,0.01,False,45.0,23.0,20.0,Baseline
7,17,30,Day 07 17:30,23.6,23.02,20.48,382.31,0.01,False,45.0,23.0,20.0,Baseline
7,17,45,Day 07 17:45,23.45,23.0,19.84,387.27,0.0,False,45.0,23.0,20.0,Baseline
7,17,60,Day 07 17:60,23.3,22.98,19.19,392.06,-0.0,False,45.0,23.0,20.0,Baseline
7,18,15,Day 07 18:15,23.3,22.98,15.59,395.96,-0.0,False,15.0,23.0,20.0,Baseline
7,18,38,Day 07 18:38,23.3,22.98,15.59,399.86,-0.0,False,15.0,23.0,20.0,Baseline
7,18,53,Day 07 18:53,23.3,22.98,15.59,403.75,-0.0,False,15.0,23.0,20.0,Baseline
7,18,60,Day 07 18:60,23.3,22.98,15.59,407.65,-0.0,False,15.0,23.0,20.0,Baseline
7,19,15,Day 07 19:15,23.18,22.96,13.25,410.97,-0.01,False,0.0,23.0,20.0,Baseline
7,19,38,Day 07 19:38,23.05,22.95,12.72,414.14,-0.01,False,0.0,23.0,20.0,Baseline
7,19,53,Day 07 19:53,22.93,22.93,12.5,417.27,-0.02,False,0.0,23.0,20.0,Baseline
7,19,60,Day 07 19:60,22.8,22.91,12.5,420.39,-0.02,False,0.0,23.0,20.0,Baseline
7,20,15,Day 07 20:15,22.8,22.91,12.5,423.52,-0.02,False,0.0,23.0,20.0,Baseline
7,20,38,Day 07 20:38,22.8,22.91,12.5,426.64,-0.02,False,0.0,23.0,20.0,Baseline
7,20,53,Day 07 20:53,22.8,22.91,12.5,429.77,-0.02,False,0.0,23.0,20.0,Baseline
7,20,60,Day 07 20:60,22.8,22.91,12.5,432.89,-0.02,False,0.0,23.0,20.0,Baseline
7,21,15,Day 07 21:15,22.53,22.87,12.5,436.02,-0.03,False,0.0,23.0,20.0,Baseline
7,21,30,Day 07 21:30,22.25,22.84,12.5,439.14,-0.04,False,0.0,23.0,20.0,Baseline
7,21,45,Day 07 21:45,21.97,22.8,12.5,442.27,-0.04,False,0.0,23.0,20.0,Baseline
7,21,60,Day 07 21:60,21.7,22.8,12.5,445.39,-0.04,False,0.0,23.0,20.0,Baseline
7,22,15,Day 07 22:15,21.55,22.8,12.5,448.52,-0.04,False,0.0,23.0,20.0,Baseline
7,22,30,Day 07 22:30,21.4,22.8,12.5,451.64,-0.04,False,0.0,23.0,20.0,Baseline
7,22,45,Day 07 22:45,21.25,22.8,12.5,454.77,-0.04,False,0.0,23.0,20.0,Baseline
7,22,60,Day 07 22:60,21.1,22.8,12.5,457.89,-0.04,False,0.0,23.0,20.0,Baseline
7,23,15,Day 07 23:15,21.1,22.8,12.5,461.02,-0.04,False,0.0,23.0,20.0,Baseline
7,23,30,Day 07 23:30,21.1,22.8,12.5,464.14,-0.04,False,0.0,23.0,20.0,Baseline
7,23,45,Day 07 23:45,21.1,22.8,12.5,467.27,-0.04,False,0.0,23.0,20.0,Baseline
7,23,60,Day 07 23:60,21.1,22.8,12.5,470.39,-0.04,False,0.0,23.0,20.0,Baseline
8,0,15,Day 08 00:15,20.98,22.8,12.5,473.52,-0.04,False,0.0,23.0,20.0,Baseline
8,0,30,Day 08 00:30,20.85,22.8,12.5,476.64,-0.04,False,0.0,23.0,20.0,Baseline
